gen,TP,MO,SR,TP_o,MO_o,SR_o
19,5.7323,4,1.7296,0.24287688888888886,0.019823349099344453,0.6666666666666667
19,5.8194,4,2.024,0.2530914285714286,0.019522935754693792,0.6666666666666667
19,5.7226,4,8.1607,0.43565592063492065,0.013294367685581562,0.6666666666666667
19,5.7237,16,1.2452,0.3282083809523809,0.024082974547141173,0.33333333333333337
19,5.7218,16,4.384,0.4223422222222223,0.02104249427884538,0.33333333333333337
19,5.735,16,1.9999,0.35102874603174605,0.02269515633974818,0.33333333333333326
19,5.7218,16,8.2784,0.5391742222222222,0.02019228055372869,0.33333333333333337
19,6.2389,16,9.4227,0.5817111587301588,0.020705293038166123,0.33333333333333337
19,5.735,16,9.994,0.590851746031746,0.020012502151403714,0.33333333333333337
19,5.6882,16,1.4951,0.33514188888888885,0.0233260433500911,0.33333333333333337
19,5.6882,16,1.6932,0.3410848888888889,0.022966238978738972,0.33333333333333337
19,6.5654,64,9.6269,0.6930196984126984,0.024809733889173253,0.0
19,5.7016,64,8.0895,0.6331865873015872,0.02442281941429812,0.0
19,6.7413,64,1.8052,0.4611607619047619,0.027041270707773353,0.0
19,6.2389,64,9.4233,0.6817291587301587,0.024663914027683514,0.0
19,6.232,64,9.3825,0.680395634920635,0.024663108009299092,0.0
19,6.8565,64,9.6913,0.6995723333333332,0.024934342369178464,0.0
19,6.8558,64,1.8052,0.46297822222222224,0.02717232194730679,0.0
19,6.8907,64,8.584,0.6668961904761905,0.025049721810858825,0.0
19,6.2165,64,2.3651,0.46962760317460317,0.025983540672728924,0.0
20,5.7323,4,1.7296,0.24287688888888886,0.019823349099344453,0.6666666666666667
20,5.8194,4,2.024,0.2530914285714286,0.019522935754693792,0.6666666666666667
20,5.8194,4,8.2272,0.43918742857142856,0.013586758579062663,0.6666666666666667
20,5.7226,4,8.1607,0.43565592063492065,0.013294367685581562,0.6666666666666667
20,5.7218,16,4.384,0.4223422222222223,0.02104249427884538,0.33333333333333337
20,5.7218,16,2.0752,0.3530782222222222,0.022553956326663734,0.33333333333333326
20,5.7218,16,8.2784,0.5391742222222222,0.02019228055372869,0.33333333333333337
20,5.7158,16,8.0895,0.5334119841269841,0.02020867440558648,0.33333333333333326
20,5.735,16,9.994,0.590851746031746,0.020012502151403714,0.33333333333333337
20,5.6882,16,1.4951,0.33514188888888885,0.0233260433500911,0.33333333333333337
20,5.6882,16,1.6932,0.3410848888888889,0.022966238978738972,0.33333333333333337
20,6.5654,64,9.6269,0.6930196984126984,0.024809733889173253,0.0
20,5.7016,64,8.0895,0.6331865873015872,0.02442281941429812,0.0
20,6.7413,64,1.8052,0.4611607619047619,0.027041270707773353,0.0
20,6.232,64,9.3825,0.680395634920635,0.024663108009299092,0.0
20,6.8558,64,9.6913,0.6995612222222223,0.024934042535335595,0.0
20,6.8907,64,8.584,0.6668961904761905,0.025049721810858825,0.0
20,6.8558,64,1.7948,0.4626662222222222,0.027184465175774372,0.0
20,6.2165,64,2.3651,0.46962760317460317,0.025983540672728924,0.0
20,6.2165,64,2.3651,0.46962760317460317,0.025983540672728924,0.0
